contigIdx	contigIdxMate	AvgCoverage
5950	5950	18.0981
5950	6981	0.0122367
5951	5951	18.0471
5951	10837	0.00809979
5952	1809	0.0512033
5952	5952	18.731
5953	406	0.0223964
5953	5953	11.3653
5954	5954	13.4543
5955	5854	0.109783
5955	5955	21.2524
5956	1116	0.0155865
5956	5956	11.8335
5957	4402	0.863006
5957	5957	30.7006
5958	4793	0.317419
5958	5958	26.0748
5959	5959	13.8243
5959	8680	0.0082574
5960	5960	17.5343
5960	11101	0.0741565
5961	4165	0.154655
5961	4828	0.0624807
5961	5961	22.2917
5961	11142	0.122796
5962	5962	11.5802
5963	5963	9.28326
5964	5548	0.0303371
5964	5964	30.2971
5964	11497	0.0550562
5965	5965	7.08083
5966	5966	14.0625
5967	5967	10.8134
5967	7205	0.126502
5968	5968	8.62114
5969	4056	0.991338
5969	5969	28.8692
5970	1332	0.0257895
5970	5970	15.9063
5970	10891	0.0531579
5971	5971	10.5989
5972	5972	11.3482
5972	8120	0.218786
5973	5973	9.86957
5974	5462	0.225478
5974	5974	15.9541
5974	10547	0.25414
5975	2333	0.0110149
5975	5975	22.5728
5975	6592	0.0502417
5975	6616	0.0113521
5975	6700	0.0112397
5975	6797	0.0111273
5975	8581	0.0703608
5975	9078	0.0110149
5975	9500	0.32022
5975	9986	0.100483
5975	10881	0.117905
5976	5976	23.5601
5977	5977	22.1866
5978	5978	10.1287
5979	5979	26.7948
5979	9014	0.284674
5980	5980	10.1251
5981	5981	16.7483
5982	5982	15.082
5983	4222	0.0935754
5983	5983	17.8943
5984	5984	11.9529
5985	5985	13.5187
5986	5986	9.8029
5987	5518	0.119586
5987	5987	11.6852
5988	5988	8.98536
5989	5989	12.4113
5990	5990	16.9226
5991	5435	0.0279877
5991	5991	11.927
5992	1693	0.19111
5992	5992	16.4047
5993	5993	7.28818
5994	5408	0.0829228
5994	5994	11.5842
5995	240	0.221172
5995	5995	25.5306
5995	6060	0.268116
5996	5996	21.3033
5997	1125	0.0644382
5997	2721	0.0402739
5997	5997	22.2429
5998	5998	10.5132
5999	4971	0.0519815
5999	5999	9.7334
6000	6000	26.194
6000	10039	0.0875934
6000	11555	0.144993
6001	3365	0.00923361
6001	5240	0.0411409
6001	6001	15.81
6001	11315	0.00441161
6002	6002	8.30822
6003	6003	13.8722
6004	6004	9.92619
6004	10546	0.0378419
6005	3	0.0338346
6005	6005	35.0284
6005	8125	0.0334928
6006	1332	0.0257745
6006	3808	0.0520698
6006	4876	0.0128873
6006	6006	26.1397
6006	9377	0.0523301
6007	6007	12.8461
6008	6008	38.8539
6008	8009	0.306706
6009	5016	0.0160498
6009	6009	8.79856
6010	6010	9.33705
6011	369	0.0835655
6011	1021	0.0548747
6011	3921	0.38663
6011	6011	37.473
6011	6209	0.17688
6011	11584	0.0824513
6012	6012	17.5013
6012	9406	0.523438
6012	10035	0.127604
6013	6013	13.3538
6014	6014	15.9435
6014	8802	0.0318285
6015	6015	11.1353
6016	6016	12.3296
6017	6017	13.9506
6018	248	0.0374525
6018	6018	17.8477
6018	9507	0.0186312
6019	6019	10.6849
6020	6020	140.043
6020	8893	0.00492784
6021	6021	11.3041
6022	171	0.0253102
6022	6022	10.2218
6022	11595	0.0684864
6023	6023	10.0015
6024	6024	11.4041
6024	11636	0.0307692
6025	6025	11.754
6026	6026	23.5926
6027	6027	12.3374
6027	8843	0.0655419
6028	2315	0.173868
6028	6028	13.8613
6029	6029	11.1132
6030	6030	9.21632
6030	7596	0.0393738
6031	6031	13.484
6031	10985	0.102896
6032	6032	10.715
6033	6033	21.3044
6033	9448	0.192931
6034	2219	0.0242694
6034	6034	11.5233
6035	6035	9.06265
6036	6036	8.16996
6037	2950	0.0420028
6037	6037	39.7442
6038	6038	12.4031
6039	6039	11.4014
6040	6040	8.79033
6041	6041	9.68746
6042	6042	8.58603
6043	1062	0.0284553
6043	3664	0.758537
6043	6043	34.9472
6043	7145	0.367073
6043	7146	0.0654472
6044	6044	7.94277
6045	6045	8.88459
6046	503	0.032843
6046	5109	0.0345535
6046	6046	14.742
6047	6047	18.9171
6047	9337	0.0685401
6048	6048	8.23487
6049	6049	11.7929
6050	6050	10.3158
6050	8869	0.247059
6051	6051	10.3937
6052	6052	11.4904
6053	5084	0.00139107
6053	6053	21.7458
6053	10317	0.00829133
6053	11026	0.000812605
6054	2250	0.0486747
6054	6054	13.8593
6055	6055	11.875
6056	6056	11.1878
6057	6057	19.8776
6058	6058	20.2084
6059	6059	10.197
6060	5995	0.064977
6060	6060	19.3724
6061	6061	25.5228
6062	6062	13.2414
6063	6063	13.7951
6064	1207	0.0811839
6064	6064	11.7653
6065	5355	0.126164
6065	6065	27.2492
6066	942	0.0249421
6066	6066	16.7344
6066	6966	0.0519414
6067	6067	9.00803
6068	6068	7.47616
6069	6069	15.5442
6069	8724	0.0311921
6070	6070	28.6402
6071	6071	10.5301
6072	6072	14.3656
6073	6073	10.5504
6074	6074	20.0403
6075	6075	16.6708
6076	807	0.0576037
6076	6076	16.3998
6077	25	0.0638203
6077	3319	0.0148765
6077	6077	21.6775
6078	6078	13.6106
6079	6079	11.2938
6080	6080	11.2171
6081	6081	9.64455
6082	6082	14.5945
6083	6083	14.3254
6084	6084	10.1011
6085	6085	11.5026
6086	1136	0.582797
6086	3340	0.268169
6086	6086	47.9729
6087	6087	11.5373
6088	3588	0.482909
6088	5261	0.880366
6088	6088	95.1176
6088	9680	0.822734
6089	6089	10.6085
6090	6090	22.0466
6091	6091	17.2502
6092	6092	11.1165
6092	6452	0.0365675
6093	6093	10.7872
6094	6094	23.1976
6095	5794	0.101003
6095	6095	11.4585
6096	6096	12.7051
6097	6097	14.6125
6098	6098	10.2313
6099	6099	18.1885
6099	9622	0.134566
6100	6100	9.50094
6101	6101	20.6818
6102	6102	11.1365
6102	8466	0.0468274
6103	5139	0.0333774
6103	6103	13.9375
6103	8034	0.0664243
6103	8035	0.131527
6104	4279	0.0414313
6104	6104	17.5673
6105	6105	14.7181
6106	6106	12.5785
6107	6107	8.72122
6108	6108	17.6722
6109	6109	7.31547
6110	312	0.0933457
6110	6110	18.714
6111	6111	12.1873
6112	6112	10.5328
6113	6113	10.4452
6114	6114	11.5055
6115	4607	0.0632832
6115	6115	9.6109
6116	6116	14.821
6116	11515	0.0328407
6117	6117	14.0968
6118	2620	0.14257
6118	3466	0.143145
6118	6118	23.2728
6119	1092	0.0269334
6119	6119	11.2732
6120	6120	8.01395
6121	2572	0.0133228
6121	6121	17.2299
6121	9772	0.079541
6122	6122	11.0576
6123	6123	11.9826
6124	6124	45.9337
6124	11625	0.108205
6125	4358	0.132237
6125	6125	8.50197
6126	6126	35.256
6127	6127	8.30769
6128	6128	13.9409
6129	64	0.0415991
6129	6129	17.4608
6130	6130	14.6165
6130	6383	0.0713778
6131	6131	7.53469
6132	6132	16.3685
6133	6133	8.91738
6134	4200	0.00817469
6134	6134	23.1761
6134	6341	0.043897
6135	2711	0.0584301
6135	3594	0.0381664
6135	6135	34.5274
6135	9680	0.0790872
6135	10661	0.328546
6136	6136	18.7861
6136	9832	0.162011
6137	6137	21.0362
6138	6138	14.9599
6139	955	0.0176188
6139	6139	13.3625
6140	6140	11.6823
6141	370	0.0874674
6141	1264	0.0426458
6141	4716	0.0430809
6141	5792	0.127937
6141	6141	13.1506
6142	6142	7.41892
6143	6143	12.5953
6144	6144	19.1659
6144	7900	0.323703
6144	9831	0.0524345
6145	6145	8.27419
6146	4658	0.0310578
6146	6146	12.4253
6147	6147	17.4334
6148	6148	12.4946
6149	6149	10.131
6150	3722	0.0306729
6150	6150	29.4977
6151	6151	8.26505
6152	1102	0.222098
6152	6152	25.3591
6152	6500	0.0218311
6153	39	0.243483
6153	3884	0.537629
6153	6153	26.4501
6154	6154	12.5884
6155	1665	0.0428329
6155	6155	12.2472
6156	6156	21.8697
6156	7791	0.0902394
6156	10672	0.324586
6157	304	0.0220663
6157	1229	0.00365337
6157	3808	0.0294827
6157	4630	0.0071606
6157	5590	0.0036899
6157	6157	29.4074
6158	4955	0.409702
6158	6158	13.3361
6159	6159	16.3809
6159	8751	0.154461
6160	2654	0.651337
6160	5217	0.0534759
6160	6160	27.8711
6161	6161	14.1525
6162	6162	10.0992
6163	6163	12.4213
6164	5476	0.0707396
6164	6164	18.6224
6164	8426	0.212576
6165	6165	15.0184
6165	8920	0.0211765
6166	6166	14.526
6167	6167	15.1207
6167	7601	0.0218899
6168	6168	16.1928
6168	8311	0.0501279
6169	6169	7.8042
6169	10485	0.0282443
6170	6170	19.8743
6170	7080	0.0350318
6170	8936	0.0240078
6171	6171	10.5594
6172	6172	15.3798
6173	3592	0.055371
6173	6173	12.8416
6174	6174	28.1483
6174	11420	0.0928538
6175	6175	13.5456
6176	6176	36.8765
6177	4430	0.0336441
6177	6177	13.2185
6177	6530	0.0385083
6178	3185	0.295213
6178	6178	15.3639
6179	6179	31.3713
6179	6185	0.118056
6180	1281	3.26237
6180	6180	87.1465
6181	6181	16.1399
6181	10975	0.0285391
6182	6182	8.94798
6183	4653	0.133043
6183	6183	18.627
6183	8310	0.133043
6184	6184	9.73455
6185	6179	0.029214
6185	6185	34.6795
6186	4351	0.0139939
6186	6186	32.6091
6186	9409	0.0110597
6186	10888	0.0335177
6187	2850	0.193951
6187	6187	35.217
6187	10967	0.119779
6188	6188	12.2554
6189	6189	26.3155
6190	4244	0.183873
6190	6190	13.5883
6191	6191	10.2332
6192	6192	21.9118
6193	6193	12.8698
6193	10136	0.0610734
6194	6194	12.2639
6195	6195	14.8803
6196	6196	10.6677
6197	5210	0.0328623
6197	6197	15.1922
6197	10864	0.0456786
6198	819	0.0482561
6198	6198	15.8804
6199	6199	14.1816
6200	6200	14.0719
6201	6201	18.9512
6202	6202	12.9667
6203	3312	0.126451
6203	6203	98.0313
6203	6651	0.138901
6204	6204	10.2105
6205	6205	13.2669
6205	8054	0.174556
6206	4931	0.252399
6206	6206	20.4422
6206	9807	0.042136
6207	6207	14.7767
6208	6208	25.2696
6209	214	0.0133215
6209	369	0.0348135
6209	1053	0.105861
6209	6011	0.139076
6209	6209	34.3924
6210	0	0.285511
6210	1171	0.423753
6210	6210	30.9031
6211	6211	10.615
6212	3996	0.0323326
6212	6212	23.746
6212	8581	0.0283735
6212	9724	0.0326625
6213	6213	19.5151
6214	6214	9.36344
6215	6215	11.8577
6216	6216	7.94006
6217	6217	13.2189
6218	6218	8.41032
6219	6219	8.26965
6220	2356	0.158893
6220	6220	18.2676
6220	7963	0.158498
6221	6221	11.0396
6222	6222	9.43938
6223	6223	12.9424
6223	9516	0.0564424
6223	10580	0.0558723
6224	6224	11.8887
6225	6225	8.75983
6226	6226	28.9668
6226	11677	0.276279
6227	6227	14.3115
6228	6228	12.4927
6229	6229	11.6847
6229	6946	0.028777
6230	6230	13.145
6231	6231	9.02174
6232	2996	0.0106406
6232	6232	23.2482
6232	7983	0.0327904
6233	6233	12.8656
6233	9811	0.0658762
6234	6234	16.8517
6235	6235	10.2811
6236	6236	14.2292
6236	8726	0.0226182
6237	6237	13.3361
6238	6238	25.0666
6238	7502	0.472877
6239	6239	10.4028
6240	2606	0.0364621
6240	6240	16.9848
6241	4647	0.0831781
6241	6241	17.119
6242	6242	10.2405
6242	8412	0.0557088
6243	6243	11.8435
6244	6244	10.2409
6245	6245	8.7589
6246	59	0.0225497
6246	5139	0.0390712
6246	6246	26.8984
6246	10728	0.135075
6247	6247	24.2234
6248	2092	0.202106
6248	6248	21.8159
6249	6249	18.5492
6249	11304	0.0119429
6250	6250	10.5687
6251	4670	0.0363703
6251	6251	28.4221
6252	2101	1.26501
6252	4128	0.52611
6252	6252	27.1834
6253	6253	9.34381
6254	6254	11.8165
6255	4387	0.2
6255	6255	8.38614
6255	6395	0.0666667
6256	4024	0.0377941
6256	5811	0.0771307
6256	6256	16.9495
6257	612	0.052291
6257	6257	10.3526
6258	6258	9.66331
6259	6259	18.3019
6260	6260	15.2612
6261	6261	8.98995
6262	5382	0.114155
6262	6262	17.1164
6263	4922	0.0674309
6263	6263	13.0512
6264	6264	13.4408
6265	1945	0.110696
6265	6265	14.6354
6266	6266	7.9654
6267	6267	12.314
6268	6268	9.6291
6269	6269	14.3687
6270	6270	30.4903
6270	7388	0.381032
6270	8143	0.0242497
6271	6271	10.5122
6272	6272	9.21771
6273	6273	8.42109
6274	6274	21.7929
6275	6275	11.8999
6275	8649	0.0607735
6276	5053	0.0148922
6276	6276	18.626
6277	5235	0.12512
6277	6277	8.81039
6278	6278	11.9202
6279	6279	35.5893
6280	3150	0.160408
6280	5917	0.319206
6280	6280	12.7543
6281	6281	14.6168
6282	1194	0.25345
6282	1248	0.33417
6282	6282	21.7102
6283	6283	15.3992
6284	6284	11.2966
6285	5170	0.0872727
6285	6285	16.0564
6286	5545	0.143086
6286	6286	15.3287
6287	6287	11.1739
6287	6923	0.0635951
6288	3030	0.280158
6288	6288	19.6212
6289	6289	13.9281
6290	1013	0.0325072
6290	6290	10.1796
6291	6291	12.0304
6292	2338	0.0429162
6292	4602	0.0173216
6292	6292	27.7459
6293	2314	0.0422476
6293	6293	11.9801
6294	6294	10.9098
6295	6295	8.76188
6296	2302	0.0617912
6296	6296	18.8365
6297	5928	0.0460032
6297	6297	15.5402
6298	6298	11.8971
6299	665	0.138052
6299	6299	15.3598
6300	6300	10.1909
6301	6301	10.6486
6302	1250	0.0581466
6302	6302	9.80376
6303	666	0.0527148
6303	6303	33.3941
6303	8401	0.0173959
6303	9083	0.177473
6304	5322	0.0998728
6304	6304	12.9574
6305	6305	12.727
6306	4472	0.254223
6306	6306	27.8847
6306	7358	0.214949
6307	6307	16.6284
6307	11437	0.0302395
6308	6308	11.8846
6309	6309	9.43783
6310	824	0.295401
6310	5294	1.73585
6310	6310	30.2742
6311	4592	0.166111
6311	6311	18.6428
6312	6312	13.6071
6312	9598	0.253224
6313	6313	9.89102
6314	3151	0.174829
6314	6314	12.8582
6315	6315	13.8148
6316	4981	0.0165087
6316	6316	12.6473
6317	6317	7.50937
6318	6318	24.2906
6318	6489	0.0465426
6319	6319	10.2011
6320	6320	11.6406
6320	7800	0.0719424
6321	6321	8.00458
6322	6322	16.641
6323	6323	8.91725
6324	769	0.14826
6324	6324	27.045
6324	11346	0.0160496
6325	1610	0.547118
6325	5364	0.320677
6325	6325	27.8481
6326	6326	12.5125
6327	6327	13.5709
6327	8420	0.118658
6327	8925	0.0399521
6328	2677	0.0289687
6328	6328	11.1686
6328	9270	0.0576477
6329	2072	0.0452055
6329	6329	20.9534
6330	6330	17.4072
6331	6331	11.5892
6331	7475	0.185874
6332	6332	9.92898
6333	6333	18.6358
6334	1409	0.101494
6334	6334	15.0263
6335	6335	22.6462
6336	6336	18.5309
6337	6337	11.7726
6338	810	0.214347
6338	3157	0.357814
6338	6338	27.7972
6338	8954	0.0845431
6339	6339	12.8667
6340	6340	42.9788
6340	11317	0.214789
6340	11672	0.0177183
6341	6134	0.0673125
6341	6341	28.3529
6342	6342	8.92978
6343	6343	21.5804
6343	7780	0.0662171
6344	6344	13.8851
6345	6345	13.9554
6346	6346	10.9159
6347	6347	24.2485
6348	6348	10.6819
6348	9976	0.0407751
6349	6349	14.4531
6349	6854	0.0400531
6350	416	0.00948839
6350	2650	0.047728
6350	5571	0.0190245
6350	6350	34.3841
6350	10572	0.00944071
6351	124	0.210739
6351	6351	31.725
6352	6352	11.0983
6353	6353	11.1765
6354	6354	10.0594
6355	3509	0.0177981
6355	6355	11.5906
6355	8952	0.051106
6356	6356	8.69909
6357	6357	10.4608
6358	6358	9.2295
6359	3296	0.059587
6359	6359	12.7469
6360	6360	11.9064
6360	7546	0.0517148
6361	6361	18.2546
6362	6362	11.7692
6363	6363	27.0347
6363	8797	0.228626
6363	9847	0.0538168
6364	6364	17.8771
6365	6365	11.9147
6366	3490	0.101618
6366	6366	28.2472
6367	6367	13.6002
6368	6368	13.2038
6369	5241	0.0520231
6369	6369	20.9695
6369	6900	0.211771
6370	6370	37.773
6370	10835	0.42515
6370	11177	0.65519
6371	6371	9.72389
6372	6372	8.44372
6373	981	0.00654654
6373	5415	0.0194452
6373	6373	20.3009
6373	9016	0.00648172
6374	42	0.0125625
6374	4795	0.0126907
6374	6374	21.1159
6375	6375	15.9249
6376	6376	24.9657
6377	6377	11.2293
6378	6378	20.3642
6379	6379	8.22296
6379	11253	0.0670206
6380	6380	20.1423
6381	2915	0.0115989
6381	6381	18.6693
6382	6382	7.91947
6383	6130	0.126429
6383	6383	14.5578
6383	10818	0.196315
6384	6384	12.6527
6384	9738	0.117751
6385	6385	15.7986
6386	6386	10
6387	6387	9.82769
6387	8441	0.0830579
6388	6388	11.2188
6389	6389	11.3361
6390	6390	16.0996
6390	11115	0.0718074
6391	6391	17.2046
6392	6392	16.4259
6393	3669	0.513461
6393	6393	16.2989
6394	6394	7.47625
6395	6255	0.0558559
6395	6395	10.2036
6396	6396	10.968
6397	1828	0.0213292
6397	4186	0.134339
6397	5275	0.0586849
6397	6397	15.8901
6397	6705	0.0234504
6398	6398	8.81667
6399	799	0.254346
6399	3156	0.707019
6399	6399	33.3406
6400	2755	0.0290079
6400	6400	16.7871
6400	7652	0.0292013
6401	6401	13.3426
6401	9244	0.0318285
6402	184	0.0311632
6402	6402	22.5313
6402	6910	0.0610923
6403	6403	15.5651
6404	6404	18.1576
6405	6405	10.0905
6406	3934	0.527197
6406	6406	56.4576
6407	444	0.0248401
6407	6407	14.0706
6408	6408	19.1816
6409	6409	17.7466
6409	11507	0.253372
6410	3461	0.122373
6410	6410	19.7604
6410	10031	0.091546
6411	6411	9.84686
6412	3606	0.0423895
6412	6412	20.2259
6412	7256	0.098629
6412	8793	0.00951315
6413	6413	8.4958
6414	6414	14.257
6415	6415	9.91427
6416	6416	12.6164
6417	1682	0.21578
6417	2685	0.340108
6417	6417	102.467
6418	6418	10.7912
6419	6419	9.33913
6420	6420	10.8365
6421	1264	0.0445758
6421	1613	0.0684558
6421	6421	16.0218
6421	9081	0.0229702
6421	9573	0.0227428
6421	10432	0.0448033
6422	6422	13.3896
6423	528	0.0615854
6423	5679	0.0597561
6423	6423	12.9171
6424	6424	17.0029
6425	6425	13.8989
6425	10452	0.0885432
6426	6426	12.6887
6427	6427	9.47462
6428	6428	10.8995
6429	33	0.473961
6429	4620	0.190635
6429	6429	10.4319
6429	7423	0.751075
6430	402	0.187937
6430	6430	18.5257
6431	6431	9.29082
6432	6432	10.4187
6432	7449	0.0568256
6433	6433	15.9526
6434	6434	9.46769
6435	6435	25.0557
6435	6690	0.430333
6436	6436	19.5065
6436	9251	0.0162856
6437	6437	18.4616
6438	6438	14.7223
6439	6439	10.9259
6440	6440	11.7878
6441	6441	12.2171
6442	275	0.0646058
6442	956	0.0806346
6442	1123	0.0814524
6442	6442	32.3425
6442	11638	0.0322211
6443	6443	9.81602
6444	6444	12.2786
6445	6445	11.8287
6445	8668	0.120627
6446	5272	0.449201
6446	6446	12.4102
6446	11378	0.127796
6447	6447	9.47894
6448	5975	0.107109
6448	6448	14.5858
6449	3720	0.0369725
6449	6449	28.0908
6449	10718	0.036789
6450	1165	0.0981925
6450	1413	0.194919
6450	6450	15.8061
6451	6451	8.84257
6452	6092	0.0303571
6452	6452	10.2601
6453	6453	14.4924
6454	6454	15.2145
6454	9790	0.376045
6455	2375	0.0504286
6455	6455	12.1296
6455	11642	0.100353
6456	6456	17.7277
6456	9473	0.0280595
6457	6457	14.2113
6458	6458	10.3208
6459	6459	15.1412
6460	6460	13.55
6461	6461	9.25862
6462	6462	6.44754
6462	8738	0.333333
6463	6463	27.5922
6464	1210	0.0134626
6464	6464	24.0773
6464	8728	0.0401185
6465	6465	9.45086
6465	6855	0.0521932
6466	6466	14.524
6467	629	0.0411238
6467	6467	12.5542
6468	6468	11.5312
6469	6469	9.92321
6470	3622	0.0610586
6470	6470	15.7354
6470	7798	0.0100579
6471	6471	10.4868
6472	6472	11.334
6473	32	0.0204374
6473	6473	13.2444
6473	7333	0.020233
6474	6474	14.7307
6475	6475	16.1255
6476	6476	10.8735
6477	6477	9.68823
6478	6478	10.5339
6479	6479	13.602
6480	6480	22.6568
6481	6481	10.8988
6482	6482	10.9325
6483	6483	9.6309
6484	3746	0.0645578
6484	6484	11.47
6485	260	0.515607
6485	6485	42.659
6486	894	0.454079
6486	1560	0.396463
6486	6486	29.9104
6487	6487	8.41512
6488	6488	25.2356
6489	6489	25.0004
6490	6490	15.1572
6491	2253	0.049271
6491	6491	16.8949
6492	6492	12.8546
6493	6493	11.1802
6494	6494	10.0873
6495	6495	11.4693
6496	6496	28.7339
6497	3754	0.179441
6497	6497	38.9822
6497	6546	0.765894
6498	6498	13.9645
6499	472	0.0497047
6499	6499	11.1348
6500	6500	15.6351
6501	6501	9.8872
6502	6502	15.1311
6502	9653	0.0459555
6502	11252	0.0473622
6503	6503	6.75642
6504	6504	10.3282
6505	6505	11.5351
6506	6506	12.607
6507	6507	11.274
6507	6716	0.0308219
6508	4495	0.0368546
6508	4497	0.0184273
6508	6508	16.8185
6509	6509	9.97493
6510	1200	0.241727
6510	5622	0.0959233
6510	6510	28.7314
6511	6511	13.4053
6511	8899	0.158743
6512	6512	13.7
6513	6513	16.8199
6514	6514	16.879
6515	6515	20.9709
6516	6516	11.9008
6517	6517	10.8067
6518	6518	13.9275
6519	6519	13.5433
6520	6520	15.1797
6521	6521	16.6875
6522	6522	11.8356
6523	6523	7.56546
6524	6524	14.1698
6524	8989	0.0550398
6525	6525	31.2558
6526	2051	0.0612245
6526	6526	10.0489
6527	6527	21.5112
6528	6528	7.3645
6529	6529	10.3685
6530	158	0.0272347
6530	6177	0.0136174
6530	6530	11.4015
6531	6531	15.5224
6531	10072	0.0852273
6532	2755	0.0487106
6532	6172	0.0578797
6532	6532	15.0034
6533	6533	14.076
6534	1256	0.164106
6534	6534	31.8944
6535	2164	0.0359971
6535	6535	15.4564
6536	6536	9.54602
6537	6537	11.8941
6538	6538	22.6088
6539	6539	11.0053
6540	6540	16.3463
6540	8300	0.15709
6541	1118	0.160487
6541	3931	0.0805085
6541	6541	46.107
6542	6542	13.3984
6543	5805	0.201134
6543	6543	20.47
6544	6544	11.6292
6545	6545	9.98652
6546	2788	0.0308356
6546	2790	0.0718471
6546	5327	0.0151095
6546	6497	0.0154178
6546	6546	17.3554
6546	9579	0.0465618
6547	6547	18.7515
6548	6548	7.32194
6549	6549	8.36684
6550	6550	20.597
6551	3430	0.381787
6551	6551	32.1454
6551	9297	0.344164
6552	6552	21.616
6552	7792	0.0163225
6552	10869	0.00824288
6553	6553	25.2893
6553	6949	0.0987251
6554	6554	13.4215
6554	7605	0.0196663
6555	6555	9.15497
6556	6556	10.9009
6556	11550	0.0356757
6557	6557	14.1506
6557	11070	0.0359934
6558	6558	8.84981
6559	6559	8.22071
6560	6560	20.3438
6561	6561	7.22021
6562	1579	0.123526
6562	4979	0.124767
6562	6562	11.2719
6563	6563	12.2095
6564	6564	10.2192
6565	6565	10.08
6566	2113	0.0550306
6566	6566	12.8966
6567	6567	10.4769
6568	1882	0.117073
6568	5176	1.10488
6568	6568	84.0341
6569	6569	8.09683
6570	6570	16.3916
6570	7421	0.0750188
6570	11359	0.0252563
6571	6571	10.7553
6572	6572	15.1653
6573	5699	0.0181917
6573	6573	14.6867
6574	6574	13.6695
6575	6575	16.6293
6575	11492	0.0099
6576	6576	8.49749
6577	6577	25.7954
6577	7003	0.316762
6578	6578	9.75833
6579	6579	13.5013
6580	6580	9.59604
6581	6581	13.2328
6582	6582	14.9336
6582	8254	0.0865992
6583	6583	12.1594
6583	11256	0.041841
6584	6584	16.1979
6585	6585	10.5166
6586	6586	12.0779
6587	2962	0.013598
6587	6587	16.435
6588	109	0.00700159
6588	6588	17.3263
6588	6704	0.00729031
6589	725	0.0773102
6589	1264	0.214547
6589	6589	22.7091
6590	1849	0.105431
6590	6590	27.8435
6591	5975	0.0547722
6591	6591	13.7299
6592	5975	0.215008
6592	6592	12.0176
6592	8486	0.159659
6593	6593	8.22805
6594	6594	13.0524
6595	6595	12.1961
6596	784	0.0954949
6596	6596	27.016
6596	8384	0.0317259
6597	6597	11.0619
6598	6598	10.89
6599	6599	8.23292
6600	6600	11.3901
6601	6601	11.92
6602	6602	11.3444
6603	6603	9.75702
6604	6604	9.21015
6605	6605	9.2
6606	1930	0.0440114
6606	3114	0.0214583
6606	6606	17.1524
6607	4733	0.0563887
6607	6607	13.1032
6608	1473	0.183734
6608	6608	22.766
6608	11116	0.0365989
6609	6609	34.4502
6610	165	0.191447
6610	1637	0.200895
6610	1874	0.0427648
6610	6610	22.1029
6611	6611	9.46365
6612	5820	0.0898175
6612	6612	12.9558
6613	4598	0.0151307
6613	6613	25.1926
6614	6614	15.1485
6614	7639	0.0350752
6615	6615	9.49259
6616	3136	0.0298415
6616	6616	12.7961
6616	7689	0.140814
6616	9078	0.0428971
6616	9500	0.406279
6617	6617	13.4715
6617	9472	0.0178162
6618	6618	12.3566
6618	9709	0.0274314
6619	6619	9.07547
6620	6620	11.0263
6621	6621	9.98555
6622	6622	10.624
6623	6623	27.5127
6623	7262	0.0560996
6624	6624	14.9162
6624	11038	0.0323415
6625	6625	18.3838
6625	8276	0.0468055
6626	6626	8.76134
6627	6627	14.1952
6628	6628	12.1393
6629	6629	14.1299
6630	6630	9.99402
6631	6631	11.667
6632	6632	18.9225
6633	6633	15.1005
6633	6861	0.0246625
6634	6634	17.5484
6635	6635	13.1031
6636	406	0.024128
6636	6636	11.0776
6637	6637	42.7939
6637	8513	0.508376
6637	10619	0.39949
6638	6638	8.60867
6639	6639	12.6742
6640	6640	15.4213
6640	7726	0.0324342
6641	6641	18.2582
6642	6642	21.0773
6643	6643	20.2008
6644	2691	0.134487
6644	6644	15.7031
6645	6645	10.3005
6645	9725	0.0477638
6646	5419	1.12793
6646	6646	14.1087
6647	6647	11.2211
6647	10207	0.0657371
6648	6648	17.6588
6649	6649	9.05071
6650	6650	11.0748
6651	6203	0.455869
6651	6651	75.9873
6652	6652	12.1525
6653	6653	13.1496
6654	6654	9.73357
6655	6655	10.2865
6656	6656	9.38287
6657	6657	8.88988
6658	2655	0.0427761
6658	6658	20.1296
6659	6659	25.5133
6659	11386	0.0297409
6659	11601	0.0275324
6660	6660	11.9721
6661	6661	11.2394
6662	3493	0.043122
6662	6662	11.0944
6663	6663	23.6932
6663	7500	0.0560327
6664	6664	13.258
6665	6665	7.23407
6666	6666	9.80968
6667	6667	11.7858
6668	5937	0.060241
6668	6668	19.3229
6669	6669	11.1908
6670	6670	10.3374
6671	6671	14.0071
6672	6672	12.8351
6673	6673	16.1286
6674	6674	15.3019
6675	6675	12.1188
6676	6676	8.43759
6677	6677	9.50554
6678	6678	24.8086
6679	6679	11.3816
6680	6680	9.26983
6681	6681	8.08542
6682	6682	11.5893
6683	6683	21.3151
6684	6684	13.0903
6685	6685	17.4009
6686	6686	14.8394
6687	6687	7.52318
6688	6688	14.2377
6688	6916	0.0399446
6689	4072	0.0416316
6689	6689	13.0618
6689	7375	0.0319596
6690	4372	0.215982
6690	6435	0.0738786
6690	6690	18.7508
6691	654	0.0408081
6691	917	0.0816162
6691	6691	21.6812
6692	2747	0.303354
6692	6692	28.906
6693	140	0.133315
6693	6693	15.6195
6694	3609	0.0474365
6694	6694	9.76282
6695	6695	15.9165
6696	6038	0.062477
6696	6696	11.6141
6697	6697	15.8788
6698	6698	12.4776
6699	6699	11.2098
6700	6700	15.5223
6701	6701	10.0595
6702	6702	15.0789
6702	10527	0.0861775
6703	6703	17.6038
6704	6588	0.00749482
6704	6704	18.6222
6704	8091	0.00781375
6705	4836	0.0319149
6705	6397	0.0644745
6705	6705	13.4574
6705	10960	0.0641522
6706	1629	0.214133
6706	6706	27.8323
6706	8403	0.383655
